Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP.Syn.Abst.295	8774	1.0	80.991	0.923%	11.324	1.115%	0.0001	1.0
SP.Syn.Abst.296	6077	0.999	197.629	3.252%	28.923	4.093%	0.00149	0.996
SP.Syn.Abst.297	17658	0.999	599.244	3.394%	88.701	4.319%	0.00125	0.996
SP.Syn.Abst.298	13611	0.997	780.288	5.733%	114.712	7.12%	0.00418	0.99
SP.Syn.Abst.299	6422	0.999	199.589	3.108%	29.406	3.867%	0.00107	0.997
SP.Syn.Abst.300	8516	1.0	130.054	1.527%	18.475	1.833%	0.00024	0.999
SP.Syn.Abst.301	7335	0.995	573.306	7.816%	84.536	9.941%	0.00636	0.978
SP.Syn.Abst.302	11258	0.999	358.435	3.184%	52.676	3.994%	0.00125	0.997
SP.Syn.Abst.303	12585	1.0	271.514	2.157%	39.966	2.735%	0.0007	0.998
SP.Syn.Abst.304	13434	0.998	729.928	5.433%	107.734	6.946%	0.00345	0.989
SP.Syn.Abst.305	8862	0.999	347.889	3.926%	51.093	4.877%	0.00177	0.995
SP.Syn.Abst.306	7559	1.0	148.119	1.96%	21.676	2.475%	0.00042	0.999
SP.Syn.Abst.307	14872	0.997	907.453	6.102%	133.421	7.468%	0.00441	0.99
SP.Syn.Abst.308	6825	1.0	21.206	0.311%	2.604	0.324%	1e-05	1.0
SP.Syn.Abst.309	11015	0.999	341.118	3.097%	49.886	3.886%	0.00123	0.997
SP.Syn.Abst.310	4389	1.0	22.236	0.507%	2.625	0.513%	3e-05	1.0
SP.Syn.Abst.311	16767	0.995	1377.787	8.217%	203.242	10.493%	0.00789	0.975
SP.Syn.Abst.312	6639	1.0	125.038	1.883%	18.009	2.337%	0.00044	0.999
SP.Syn.Abst.313	9917	1.0	225.159	2.27%	33.054	2.846%	0.0006	0.998
SP.Syn.Abst.314	6020	0.958	1453.145	24.139%	213.941	28.848%	0.04897	0.861
SP.Syn.Abst.315	7352	0.999	237.553	3.231%	34.778	4.012%	0.0012	0.997
SP.Syn.Abst.316	10611	0.999	378.354	3.566%	55.711	4.463%	0.00149	0.996
SP.Syn.Abst.317	11064	0.997	715.518	6.467%	105.132	7.915%	0.00499	0.989
SP.Syn.Abst.318	8702	0.999	230.35	2.647%	33.561	3.271%	0.00081	0.998
SP.Syn.Abst.319	5502	1.0	110.267	2.004%	15.678	2.435%	0.00039	0.999
SP.Syn.Abst.320	6716	1.0	43.58	0.649%	5.874	0.753%	4e-05	1.0
SP.Syn.Abst.321	5322	0.999	168.662	3.169%	24.866	3.957%	0.00117	0.997
SP.Syn.Abst.322	9321	0.998	453.119	4.861%	66.486	5.989%	0.0027	0.993
SP.Syn.Abst.323	9618	1.0	188.797	1.963%	28.103	2.512%	0.00043	0.999
SP.Syn.Abst.324	8781	0.999	270.565	3.081%	40.089	3.868%	0.00105	0.997
SP.Syn.Abst.325	4817	1.0	69.988	1.453%	9.509	1.692%	0.00025	0.999
SP.Syn.Abst.326	16709	0.975	2963.53	17.736%	436.858	22.23%	0.02955	0.897
SP.Syn.Abst.327	6415	0.999	207.359	3.232%	30.118	3.989%	0.00124	0.997
SP.Syn.Abst.328	19946	1.0	81.44	0.408%	11.604	0.5%	3e-05	1.0
SP.Syn.Abst.329	6829	1.0	95.206	1.394%	13.753	1.7%	0.00023	0.999
SP.Syn.Abst.330	14709	0.998	666.963	4.534%	97.592	5.633%	0.00254	0.994
SP.Syn.Abst.331	15833	1.0	214.279	1.353%	30.821	1.683%	0.00021	0.999
SP.Syn.Abst.332	13200	1.0	57.725	0.437%	7.902	0.515%	2e-05	1.0
SP.Syn.Abst.333	10922	1.0	158.89	1.455%	22.761	1.742%	0.00021	0.999
SP.Syn.Abst.334	16695	1.0	35.946	0.215%	4.604	0.237%	1e-05	1.0
SP.Syn.Abst.335	3370	1.0	41.38	1.228%	5.503	1.405%	0.00015	1.0
SP.Syn.Abst.336	12647	0.998	664.083	5.251%	97.113	6.475%	0.0033	0.992
SP.Syn.Abst.337	11267	1.0	94.858	0.842%	13.367	1.022%	9e-05	1.0
SP.Syn.Abst.338	8338	1.0	194.109	2.328%	28.029	2.88%	0.00064	0.998
SP.Syn.Abst.339	4581	1.0	85.747	1.872%	12.514	2.33%	0.00039	0.999
SP.Syn.Abst.340	13984	0.998	716.031	5.12%	105.214	6.397%	0.00342	0.992
SP.Syn.Abst.341	7852	0.998	406.735	5.18%	59.41	6.337%	0.00304	0.993
SP.Syn.Abst.342	4683	1.0	29.854	0.637%	3.76	0.69%	4e-05	1.0
SP.Syn.Abst.343	10258	1.0	111.213	1.084%	15.999	1.347%	0.00015	1.0
SP.Syn.Abst.344	4269	0.999	149.76	3.508%	22.039	4.436%	0.00185	0.996
SP.Syn.Abst.345	5314	0.999	143.942	2.709%	20.875	3.393%	0.0008	0.997
SP.Syn.Abst.346	7932	1.0	93.566	1.18%	13.418	1.457%	0.00016	1.0
SP.Syn.Abst.347	7704	1.0	26.773	0.348%	3.18	0.349%	1e-05	1.0
SP.Syn.Abst.348	4115	0.999	186.34	4.528%	26.59	5.289%	0.00206	0.995
SP.Syn.Abst.349	15498	0.998	725.7	4.683%	106.382	5.714%	0.00238	0.994
SP.Syn.Abst.350	13591	0.999	478.138	3.518%	70.534	4.444%	0.00131	0.996
SP.Syn.Abst.351	17939	0.997	1182.656	6.593%	174.077	8.382%	0.00552	0.985
SP.Syn.Abst.352	13151	1.0	174.174	1.324%	25.944	1.701%	0.00024	0.999
SP.Syn.Abst.353	23523	1.0	29.528	0.126%	3.566	0.131%	0.0	1.0
SP.Syn.Abst.354	13284	1.0	145.054	1.092%	20.913	1.358%	0.00016	1.0
SP.Syn.Abst.355	8183	1.0	166.542	2.035%	23.558	2.49%	0.00048	0.999
SP.Syn.Abst.356	7744	0.999	310.316	4.007%	45.39	4.798%	0.00167	0.996
SP.Syn.Abst.357	8184	0.997	542.669	6.631%	79.775	8.143%	0.0054	0.988
SP.Syn.Abst.358	10362	1.0	30.943	0.299%	3.955	0.322%	1e-05	1.0
SP.Syn.Abst.359	11106	1.0	121.394	1.093%	17.255	1.34%	0.00015	1.0
SP.Syn.Abst.360	4923	1.0	94.246	1.914%	13.38	2.322%	0.00037	0.999
SP.Syn.Abst.361	11192	1.0	113.871	1.017%	16.805	1.292%	0.00017	1.0
SP.Syn.Abst.362	6053	1.0	84.477	1.396%	11.467	1.603%	0.00019	1.0
SP.Syn.Abst.363	7862	1.0	131.79	1.676%	19.334	2.094%	0.00031	0.999
SP.Syn.Abst.364	8759	1.0	130.299	1.488%	19.209	1.848%	0.00023	0.999
SP.Syn.Abst.365	13565	0.998	648.718	4.782%	95.007	5.91%	0.00273	0.993
SP.Syn.Abst.366	8310	1.0	151.298	1.821%	22.123	2.294%	0.00037	0.999
SP.Syn.Abst.367	17581	1.0	384.711	2.188%	56.3	2.74%	0.00057	0.998
SP.Syn.Abst.368	5810	0.998	287.672	4.951%	42.343	6.303%	0.00275	0.991
SP.Syn.Abst.369	4122	0.995	327.045	7.934%	48.05	9.641%	0.00574	0.984
SP.Syn.Abst.370	12227	0.997	697.705	5.706%	103.008	7.234%	0.00334	0.989
SP.Syn.Abst.371	14795	1.0	107.174	0.724%	15.376	0.896%	8e-05	1.0
SP.Syn.Abst.372	4410	1.0	82.937	1.881%	11.829	2.254%	0.00034	0.999
SP.Syn.Abst.373	7219	1.0	110.219	1.527%	15.635	1.866%	0.00029	0.999
SP.Syn.Abst.374	9803	0.999	386.688	3.945%	56.864	4.981%	0.00163	0.995
SP.Syn.Abst.375	8386	1.0	80.109	0.955%	11.633	1.194%	0.00011	1.0
SP.Syn.Abst.376	9565	1.0	131.179	1.371%	19.307	1.74%	0.00027	0.999
SP.Syn.Abst.377	9635	1.0	191.488	1.987%	28.122	2.441%	0.00039	0.999
SP.Syn.Abst.378	9214	1.0	132.283	1.436%	19.084	1.787%	0.00023	0.999
SP.Syn.Abst.379	16896	1.0	181.026	1.071%	26.542	1.355%	0.00015	1.0
SP.Syn.Abst.380	16699	0.999	714.182	4.277%	105.368	5.461%	0.00211	0.993
SP.Syn.Abst.381	8229	1.0	54.95	0.668%	6.9	0.722%	5e-05	1.0
SP.Syn.Abst.382	7088	1.0	26.247	0.37%	3.236	0.393%	2e-05	1.0
SP.Syn.Abst.383	5757	1.0	68.902	1.197%	9.868	1.479%	0.00016	1.0
SP.Syn.Abst.384	10678	0.999	326.492	3.058%	48.007	3.86%	0.00118	0.997
SP.Syn.Abst.385	14665	0.999	403.175	2.749%	59.445	3.483%	0.00102	0.997
SP.Syn.Abst.386	13362	1.0	144.894	1.084%	21.356	1.369%	0.00014	1.0
SP.Syn.Abst.387	25186	0.998	1382.543	5.489%	203.808	7.003%	0.00339	0.989
SP.Syn.Abst.388	17637	1.0	28.536	0.162%	3.738	0.182%	0.0	1.0
SP.Syn.Abst.389	6323	0.998	322.773	5.105%	47.325	6.367%	0.00344	0.992
SP.Syn.Abst.390	5173	0.998	269.583	5.211%	39.374	6.47%	0.00346	0.992
SP.Syn.Abst.391	7642	1.0	191.268	2.503%	28.096	3.09%	0.00066	0.998
SP.Syn.Abst.392	14978	0.999	486.937	3.251%	71.291	4.081%	0.00134	0.997
SP.Syn.Abst.393	4490	1.0	27.018	0.602%	3.154	0.604%	3e-05	1.0
SP.Syn.Abst.394	8836	0.999	228.388	2.585%	32.827	3.209%	0.00075	0.998
SP.Syn.Abst.395	9787	0.995	789.555	8.067%	116.433	9.841%	0.00592	0.983
SP.Syn.Abst.396	5687	0.999	219.999	3.868%	32.534	4.908%	0.00157	0.995
SP.Syn.Abst.397	6313	1.0	23.952	0.379%	2.808	0.384%	2e-05	1.0
SP.Syn.Abst.398	7863	1.0	90.469	1.151%	12.776	1.387%	0.00014	1.0
SP.Syn.Abst.399	11756	1.0	187.406	1.594%	27.303	1.981%	0.00029	0.999
SP.Syn.Abst.400	24116	1.0	358.977	1.489%	52.962	1.891%	0.00033	0.999
SP.Syn.Abst.401	7962	1.0	44.265	0.556%	6.151	0.667%	5e-05	1.0
SP.Syn.Abst.402	9915	1.0	243.452	2.455%	35.433	3.075%	0.00089	0.998
SP.Syn.Abst.403	15923	0.999	544.136	3.417%	80.24	4.263%	0.00136	0.997
SP.Syn.Abst.404	17441	0.999	550.585	3.157%	81.276	3.976%	0.00102	0.997
SP.Syn.Abst.405	7176	0.999	188.482	2.627%	27.428	3.306%	0.00078	0.998
SP.Syn.Abst.406	10192	1.0	32.999	0.324%	3.99	0.334%	1e-05	1.0
SP.Syn.Abst.407	14459	1.0	134.543	0.931%	19.803	1.181%	0.00011	1.0
SP.Syn.Abst.408	11571	0.999	349.574	3.021%	51.693	3.823%	0.00119	0.997
SP.Syn.Abst.409	6441	0.999	164.616	2.556%	24.234	3.237%	0.00108	0.998
SP.Syn.Abst.410	8758	1.0	206.906	2.362%	30.037	2.914%	0.00055	0.998
SP.Syn.Abst.411	12849	1.0	265.181	2.064%	38.958	2.599%	0.00052	0.999
SP.Syn.Abst.412	8333	0.999	292.567	3.511%	42.633	4.349%	0.0014	0.996
SP.Syn.Abst.413	10249	1.0	228.888	2.233%	33.489	2.803%	0.00061	0.998
SP.Syn.Abst.414	5315	0.999	238.789	4.493%	34.896	5.373%	0.00208	0.995
SP.Syn.Abst.415	7204	1.0	99.322	1.379%	14.327	1.706%	0.00021	0.999
SP.Syn.Abst.416	4858	0.997	279.977	5.763%	41.062	7.307%	0.00364	0.988
SP.Syn.Abst.417	9857	1.0	156.277	1.585%	22.606	1.968%	0.00027	0.999
SP.Syn.Abst.418	9948	0.981	1522.31	15.303%	224.507	19.265%	0.02232	0.922
SP.Syn.Abst.419	12826	1.0	44.73	0.349%	5.796	0.39%	1e-05	1.0
SP.Syn.Abst.420	12917	1.0	304.399	2.357%	44.326	2.92%	0.00062	0.998
SP.Syn.Abst.421	10712	0.981	1658.794	15.485%	244.866	19.402%	0.02235	0.924
SP.Syn.Abst.422	13166	0.998	598.768	4.548%	88.005	5.633%	0.00243	0.994
SP.Syn.Abst.423	7975	0.999	229.285	2.875%	33.71	3.622%	0.00106	0.997
SP.Syn.Abst.424	8167	1.0	79.994	0.979%	11.333	1.166%	9e-05	1.0
SP.Syn.Abst.425	7281	1.0	127.052	1.745%	18.55	2.188%	0.00035	0.999
SP.Syn.Abst.426	7689	1.0	59.686	0.776%	8.183	0.916%	7e-05	1.0
SP.Syn.Abst.427	3757	0.995	315.154	8.388%	46.177	9.975%	0.00842	0.984
SP.Syn.Abst.428	23912	0.999	826.048	3.455%	121.607	4.369%	0.00168	0.996
SP.Syn.Abst.429	7187	1.0	40.206	0.559%	5.246	0.619%	3e-05	1.0
SP.Syn.Abst.430	4369	0.996	304.279	6.964%	45.06	8.535%	0.00446	0.988
SP.Syn.Abst.431	5324	0.979	873.719	16.411%	128.318	20.377%	0.02459	0.917
SP.Syn.Abst.432	4862	1.0	50.233	1.033%	6.988	1.185%	0.00012	1.0
SP.Syn.Abst.433	12036	1.0	139.972	1.163%	19.949	1.429%	0.00016	1.0
SP.Syn.Abst.434	8029	0.998	386.599	4.815%	56.516	5.989%	0.00231	0.993
SP.Syn.Abst.435	7554	1.0	48.892	0.647%	6.462	0.737%	5e-05	1.0
SP.Syn.Abst.436	17337	1.0	148.944	0.859%	21.783	1.079%	8e-05	1.0
SP.Syn.Abst.437	5710	1.0	25.924	0.454%	3.077	0.462%	2e-05	1.0
SP.Syn.Abst.438	10798	0.995	879.23	8.143%	129.694	10.259%	0.0065	0.978
SP.Syn.Abst.439	5472	1.0	29.832	0.545%	3.736	0.563%	3e-05	1.0
SP.Syn.Abst.440	5978	0.999	157.472	2.634%	23.324	3.361%	0.00077	0.998
SP.Syn.Abst.441	9955	1.0	114.409	1.149%	16.522	1.414%	0.00014	1.0
SP.Syn.Abst.442	6260	0.999	170.998	2.732%	24.925	3.364%	0.00083	0.998
SP.Syn.Abst.443	10616	1.0	39.773	0.375%	5.117	0.416%	1e-05	1.0
SP.Syn.Abst.444	7020	0.999	261.961	3.732%	38.286	4.61%	0.00162	0.996
SP.Syn.Abst.445	13113	0.999	359.052	2.738%	52.978	3.448%	0.00087	0.998
SP.Syn.Abst.446	8377	1.0	25.977	0.31%	3.484	0.357%	1e-05	1.0
SP.Syn.Abst.447	7186	0.998	409.186	5.694%	60.033	7.006%	0.00395	0.991
SP.Syn.Abst.448	6841	0.993	664.967	9.72%	97.196	12.215%	0.00933	0.968
SP.Syn.Abst.449	10949	1.0	156.901	1.433%	22.626	1.783%	0.00028	0.999
SP.Syn.Abst.450	9075	0.999	301.379	3.321%	44.392	4.187%	0.0014	0.996
SP.Syn.Abst.451	9557	1.0	240.917	2.521%	34.796	3.131%	0.0008	0.998
SP.Syn.Abst.452	9010	0.999	271.134	3.009%	39.58	3.717%	0.00103	0.997
SP.Syn.Abst.453	9636	1.0	171.084	1.775%	24.914	2.228%	0.00042	0.999
SP.Syn.Abst.454	11040	1.0	153.998	1.395%	22.781	1.771%	0.00033	0.999
SP.Syn.Abst.455	10328	0.998	487.037	4.716%	71.414	5.798%	0.00252	0.994
SP.Syn.Abst.456	10827	1.0	173.344	1.601%	25.51	2.031%	0.00035	0.999
SP.Syn.Abst.457	10874	0.991	1115.42	10.258%	164.546	13.052%	0.01083	0.962
SP.Syn.Abst.458	7653	1.0	147.402	1.926%	21.745	2.447%	0.00047	0.999
SP.Syn.Abst.459	9171	0.998	460.533	5.022%	67.891	6.391%	0.00274	0.991
SP.Syn.Abst.460	8620	1.0	183.116	2.124%	26.926	2.686%	0.00059	0.998
SP.Syn.Abst.461	8528	1.0	192.419	2.256%	28.174	2.838%	0.00065	0.998
SP.Syn.Abst.462	12347	0.995	1016.538	8.233%	149.408	10.475%	0.00746	0.975
SP.Syn.Abst.463	7451	0.999	198.624	2.666%	29.076	3.348%	0.00076	0.998
SP.Syn.Abst.464	6229	1.0	120.975	1.942%	17.276	2.343%	0.00038	0.999
SP.Syn.Abst.465	9239	1.0	204.882	2.218%	29.965	2.778%	0.00058	0.998
SP.Syn.Abst.466	12977	0.999	365.713	2.818%	53.393	3.537%	0.00103	0.997
SP.Syn.Abst.467	10987	1.0	79.243	0.721%	11.013	0.857%	5e-05	1.0
SP.Syn.Abst.468	8176	1.0	94.554	1.156%	13.516	1.425%	0.00017	1.0
SP.Syn.Abst.469	2652	0.995	223.937	8.444%	32.587	9.971%	0.00828	0.984
SP.Syn.Abst.470	19392	0.999	606.857	3.129%	89.353	3.959%	0.00132	0.997
SP.Syn.Abst.471	10217	0.998	464.114	4.543%	68.091	5.768%	0.00234	0.993
SP.Syn.Abst.472	16460	1.0	82.8	0.503%	11.795	0.618%	3e-05	1.0
SP.Syn.Abst.473	12345	1.0	41.87	0.339%	5.227	0.355%	1e-05	1.0
SP.Syn.Abst.474	9665	1.0	164.029	1.697%	23.958	2.116%	0.00031	0.999
SP.Syn.Abst.475	9085	0.999	347.709	3.827%	50.913	4.81%	0.00195	0.995
SP.Syn.Abst.476	12989	1.0	85.281	0.657%	12.265	0.811%	5e-05	1.0
SP.Syn.Abst.477	10430	1.0	91.863	0.881%	13.061	1.082%	0.0001	1.0
SP.Syn.Abst.478	10968	0.999	320.268	2.92%	46.998	3.682%	0.00113	0.997
SP.Syn.Abst.479	6491	1.0	116.23	1.791%	16.423	2.188%	0.00037	0.999
SP.Syn.Abst.480	9432	0.997	534.489	5.667%	78.548	7.213%	0.00367	0.988
SP.Syn.Abst.481	8348	1.0	26.723	0.32%	3.313	0.34%	1e-05	1.0
SP.Syn.Abst.482	10965	1.0	252.87	2.306%	36.705	2.814%	0.00056	0.999
SP.Syn.Abst.483	27672	1.0	298.744	1.08%	43.672	1.353%	0.00013	1.0
SP.Syn.Abst.484	10981	1.0	220.731	2.01%	32.274	2.541%	0.00047	0.999
SP.Syn.Abst.485	6246	0.996	433.91	6.947%	64.053	8.729%	0.0047	0.985
SP.Syn.Abst.486	14575	1.0	293.179	2.012%	43.038	2.543%	0.00057	0.999
SP.Syn.Abst.487	3682	0.999	144.054	3.912%	20.729	4.653%	0.0014	0.996
SP.Syn.Abst.488	3768	0.995	289.197	7.675%	42.848	9.749%	0.00601	0.98
SP.Syn.Abst.489	11693	0.999	376.935	3.224%	54.926	4.038%	0.0014	0.997
SP.Syn.Abst.490	4707	0.996	324.784	6.9%	47.734	8.437%	0.0062	0.987
SP.Syn.Abst.491	6019	0.996	444.225	7.38%	64.514	9.272%	0.00584	0.981
SP.Syn.Abst.492	7068	1.0	76.164	1.078%	10.611	1.294%	0.00016	1.0
SP.Syn.Abst.493	8344	1.0	24.592	0.295%	3.004	0.309%	1e-05	1.0
SP.Syn.Abst.494	6000	1.0	130.158	2.169%	19.127	2.707%	0.00054	0.999
SP.Syn.Abst.495	9092	0.981	1403.449	15.436%	207.068	19.215%	0.02172	0.928
SP.Syn.Abst.496	5817	0.999	228.827	3.934%	33.441	4.917%	0.00203	0.995
SP.Syn.Abst.497	7675	0.998	395.284	5.15%	58.002	6.426%	0.00331	0.992
SP.Syn.Abst.498	10518	0.998	533.811	5.075%	78.201	6.219%	0.00295	0.993
SP.Syn.Abst.499	12386	1.0	140.177	1.132%	20.224	1.406%	0.00016	1.0
SP.Syn.Abst.500	16554	0.995	1300.771	7.858%	192.271	9.927%	0.0061	0.98
SP.Syn.Abst.501	9220	0.998	431.986	4.685%	64.057	5.921%	0.00226	0.993
SP.Syn.Abst.502	8783	1.0	109.234	1.244%	15.656	1.541%	0.00018	0.999
SP.Syn.Abst.503	4690	0.989	540.283	11.52%	79.549	14.586%	0.01325	0.954
SP.Syn.Abst.504	8395	1.0	210.162	2.503%	30.842	3.121%	0.00064	0.998
SP.Syn.Abst.505	10531	0.999	339.025	3.219%	50.005	4.025%	0.00118	0.997
SP.Syn.Abst.506	13643	0.999	368.488	2.701%	54.169	3.415%	0.00099	0.998
SP.Syn.Abst.507	5408	1.0	74.275	1.373%	10.866	1.734%	0.00022	0.999
SP.Syn.Abst.508	13442	1.0	106.594	0.793%	14.907	0.958%	6e-05	1.0
SP.Syn.Abst.509	5976	0.964	1318.802	22.068%	194.528	26.556%	0.04151	0.881
SP.Syn.Abst.510	11271	1.0	274.391	2.434%	39.959	3.059%	0.00065	0.998
SP.Syn.Abst.511	10738	1.0	273.276	2.545%	39.759	3.16%	0.00076	0.998
SP.Syn.Abst.512	10568	1.0	161.202	1.525%	23.456	1.91%	0.00025	0.999
SP.Syn.Abst.513	8869	0.999	238.493	2.689%	34.326	3.331%	0.00108	0.998
SP.Syn.Abst.514	7649	1.0	84.628	1.106%	12.071	1.352%	0.00013	1.0
SP.Syn.Abst.515	17624	1.0	50.835	0.288%	6.905	0.338%	1e-05	1.0
SP.Syn.Abst.516	9261	0.999	379.972	4.103%	55.931	5.205%	0.00179	0.994
SP.Syn.Abst.517	8421	0.999	323.098	3.837%	46.922	4.563%	0.00152	0.997
SP.Syn.Abst.518	6020	0.999	181.243	3.011%	27.003	3.706%	0.00092	0.998
SP.Syn.Abst.519	10505	1.0	24.033	0.229%	2.827	0.232%	1e-05	1.0
SP.Syn.Abst.520	9269	0.999	298.606	3.222%	43.867	4.089%	0.00118	0.996
SP.Syn.Abst.521	2281	1.0	33.055	1.449%	4.178	1.506%	0.00023	1.0
SP.Syn.Abst.522	19023	1.0	173.574	0.912%	25.087	1.137%	0.00012	1.0
SP.Syn.Abst.523	5818	0.997	362.625	6.233%	52.897	7.793%	0.00392	0.987
SP.Syn.Abst.524	3620	0.992	358.643	9.907%	52.849	12.48%	0.00962	0.968
SP.Syn.Abst.525	11631	1.0	260.927	2.243%	38.37	2.837%	0.00066	0.998
SP.Syn.Abst.526	8909	0.998	459.576	5.159%	67.423	6.556%	0.00309	0.99
SP.Syn.Abst.527	12909	1.0	264.869	2.052%	38.705	2.524%	0.00045	0.999
SP.Syn.Abst.528	13924	0.999	436.532	3.135%	64.364	3.972%	0.00134	0.997
SP.Syn.Abst.529	7976	1.0	40.762	0.511%	5.476	0.59%	3e-05	1.0
SP.Syn.Abst.530	8829	1.0	26.253	0.297%	3.24	0.317%	1e-05	1.0
SP.Syn.Abst.531	1493	0.995	130.277	8.726%	18.454	10.041%	0.00919	0.984
SP.Syn.Abst.532	6959	0.999	248.999	3.578%	36.768	4.519%	0.00171	0.996
SP.Syn.Abst.533	11145	0.998	507.368	4.552%	74.771	5.764%	0.00221	0.993
SP.Syn.Abst.534	6677	0.992	678.76	10.166%	99.786	12.804%	0.01007	0.966
SP.Syn.Abst.535	12404	1.0	63.639	0.513%	8.877	0.606%	3e-05	1.0
SP.Syn.Abst.536	6775	1.0	129.058	1.905%	18.685	2.352%	0.00042	0.999
SP.Syn.Abst.537	9302	0.99	1014.359	10.905%	149.746	13.88%	0.01219	0.958
SP.Syn.Abst.538	8956	1.0	26.07	0.291%	3.189	0.304%	1e-05	1.0
SP.Syn.Abst.539	13839	1.0	249.917	1.806%	36.794	2.29%	0.00045	0.999
SP.Syn.Abst.540	16381	1.0	153.109	0.935%	22.603	1.19%	0.00012	1.0
SP.Syn.Abst.541	7829	1.0	169.497	2.165%	24.614	2.696%	0.00055	0.998
SP.Syn.Abst.542	7715	1.0	97.326	1.262%	14.306	1.601%	0.00021	0.999
SP.Syn.Abst.543	15011	1.0	256.03	1.706%	37.512	2.138%	0.00034	0.999
SP.Syn.Abst.544	7552	1.0	102.455	1.357%	14.586	1.652%	0.0002	0.999
SP.Syn.Abst.545	8561	1.0	27.405	0.32%	3.227	0.32%	1e-05	1.0
SP.Syn.Abst.546	11601	0.997	673.973	5.81%	99.563	7.416%	0.00368	0.988
SP.Syn.Abst.547	8582	1.0	67.516	0.787%	10.116	1.018%	8e-05	1.0
SP.Syn.Abst.548	5596	1.0	73.33	1.31%	10.184	1.57%	0.0002	0.999
SP.Syn.Abst.549	7725	1.0	112.668	1.458%	16.606	1.803%	0.00021	0.999
SP.Syn.Abst.550	5384	1.0	129.603	2.407%	18.789	3.003%	0.0008	0.998
SP.Syn.Abst.551	9086	0.991	991.67	10.914%	146.22	13.713%	0.01137	0.962
SP.Syn.Abst.552	12017	0.999	472.64	3.933%	69.314	4.844%	0.00174	0.996
SP.Syn.Abst.553	6034	1.0	55.238	0.915%	7.771	1.099%	9e-05	1.0
SP.Syn.Abst.554	3483	0.988	432.841	12.427%	63.406	15.588%	0.01492	0.949
SP.Syn.Abst.555	8575	1.0	165.754	1.933%	23.719	2.365%	0.00041	0.999
SP.Syn.Abst.556	4199	0.999	153.414	3.654%	22.515	4.431%	0.00127	0.997
SP.Syn.Abst.557	11659	0.999	331.544	2.844%	48.195	3.526%	0.00084	0.997
SP.Syn.Abst.558	9159	0.999	366.544	4.002%	54.246	5.052%	0.00165	0.995
SP.Syn.Abst.559	11763	1.0	130.633	1.111%	18.804	1.379%	0.00016	1.0
SP.Syn.Abst.560	8367	1.0	27.489	0.329%	3.26	0.337%	1e-05	1.0
SP.Syn.Abst.561	9692	0.999	415.086	4.283%	60.757	5.325%	0.00216	0.994
SP.Syn.Abst.562	9913	1.0	38.978	0.393%	5.134	0.442%	2e-05	1.0
SP.Syn.Abst.563	12177	1.0	69.256	0.569%	9.568	0.678%	4e-05	1.0
SP.Syn.Abst.564	19760	1.0	207.009	1.048%	30.349	1.323%	0.00018	1.0
SP.Syn.Abst.565	14828	0.998	847.191	5.713%	125.056	7.064%	0.00385	0.991
SP.Syn.Abst.566	18268	1.0	296.179	1.621%	43.265	2.02%	0.00029	0.999
SP.Syn.Abst.567	7266	0.998	347.298	4.78%	50.935	6.051%	0.00246	0.992
SP.Syn.Abst.568	8651	1.0	194.519	2.249%	28.424	2.825%	0.00066	0.998
SP.Syn.Abst.569	7175	0.999	294.335	4.102%	43.475	5.173%	0.00214	0.995
SP.Syn.Abst.570	9759	0.999	251.897	2.581%	36.749	3.241%	0.00096	0.998
SP.Syn.Abst.571	11826	0.998	664.87	5.622%	97.289	6.869%	0.00357	0.992
SP.Syn.Abst.572	12375	0.999	414.619	3.35%	61.379	4.149%	0.00124	0.997
SP.Syn.Abst.573	5367	1.0	59.545	1.109%	8.305	1.337%	0.00016	1.0
SP.Syn.Abst.574	5289	1.0	31.805	0.601%	4.052	0.65%	4e-05	1.0
SP.Syn.Abst.575	11008	0.999	431.839	3.923%	63.474	4.837%	0.00168	0.996
SP.Syn.Abst.576	12129	0.999	491.238	4.05%	72.382	5.088%	0.0021	0.995
SP.Syn.Abst.577	9996	1.0	152.84	1.529%	22.217	1.907%	0.00027	0.999
SP.Syn.Abst.578	9653	1.0	153.169	1.587%	22.303	1.989%	0.0003	0.999
SP.Syn.Abst.579	8018	0.999	282.272	3.52%	41.569	4.488%	0.00149	0.996
SP.Syn.Abst.580	11981	1.0	30.726	0.256%	3.914	0.278%	1e-05	1.0
SP.Syn.Abst.581	5766	1.0	32.775	0.568%	4.085	0.608%	4e-05	1.0
SP.Syn.Abst.582	7982	1.0	24.282	0.304%	2.935	0.318%	1e-05	1.0
SP.Syn.Abst.583	5311	0.999	225.678	4.249%	33.288	5.394%	0.00191	0.994
SP.Syn.Abst.584	8331	0.997	550.627	6.609%	81.377	8.152%	0.00539	0.988
SP.Syn.Abst.585	11921	1.0	199.461	1.673%	29.615	2.147%	0.00033	0.999
SP.Syn.Abst.586	9699	0.973	1805.212	18.612%	265.648	23.023%	0.0311	0.897
SP.Syn.Abst.587	8758	0.999	239.382	2.733%	35.341	3.447%	0.0009	0.998
SP.Syn.Abst.588	8654	1.0	41.644	0.481%	5.683	0.566%	3e-05	1.0
SP.Syn.Abst.589	9574	1.0	219.113	2.289%	32.305	2.902%	0.00058	0.998
SP.Syn.Abst.590	7761	0.993	728.647	9.389%	107.795	11.843%	0.00857	0.971
