Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SP.Syn.Abst.294	7058	0.993	677.713	9.602%	98.176	11.723%	0.00785	0.975
SP.Syn.Abst.295	8774	0.992	881.24	10.044%	125.982	12.405%	0.00852	0.966
SP.Syn.Abst.296	6077	0.996	474.89	7.815%	65.513	9.271%	0.00548	0.981
SP.Syn.Abst.297	17658	0.999	699.709	3.963%	100.249	4.881%	0.00158	0.995
SP.Syn.Abst.298	13611	0.995	1152.343	8.466%	160.352	9.953%	0.00669	0.982
SP.Syn.Abst.299	6422	0.995	536.511	8.354%	78.489	10.322%	0.00611	0.98
SP.Syn.Abst.300	8516	0.994	756.808	8.887%	109.651	10.877%	0.00669	0.978
SP.Syn.Abst.301	7335	0.995	573.526	7.819%	84.661	9.955%	0.00636	0.978
SP.Syn.Abst.302	11258	0.999	452.84	4.022%	63.747	4.833%	0.00161	0.995
SP.Syn.Abst.303	12585	0.993	1224.579	9.73%	169.488	11.6%	0.00794	0.971
SP.Syn.Abst.304	13434	0.994	1255.827	9.348%	175.763	11.333%	0.00763	0.972
SP.Syn.Abst.305	8862	0.996	695.4	7.847%	98.515	9.404%	0.00528	0.984
SP.Syn.Abst.306	7559	0.999	225.737	2.986%	31.667	3.615%	0.00077	0.997
SP.Syn.Abst.307	14872	0.988	1987.734	13.366%	283.509	15.869%	0.01541	0.957
SP.Syn.Abst.308	6825	0.996	514.716	7.542%	72.477	9.014%	0.00461	0.984
SP.Syn.Abst.309	11015	0.999	401.091	3.641%	56.949	4.436%	0.00152	0.996
SP.Syn.Abst.310	4389	1.0	80.557	1.835%	11.051	2.158%	0.00026	0.999
SP.Syn.Abst.311	16767	0.987	2257.785	13.466%	315.454	16.286%	0.01599	0.942
SP.Syn.Abst.312	6639	0.998	354.217	5.335%	48.929	6.349%	0.00244	0.991
SP.Syn.Abst.313	9917	0.999	371.789	3.749%	52.252	4.5%	0.00122	0.996
SP.Syn.Abst.314	6020	0.939	1777.957	29.534%	254.154	34.271%	0.07402	0.791
SP.Syn.Abst.315	7352	0.997	498.78	6.784%	71.193	8.213%	0.00396	0.987
SP.Syn.Abst.316	10611	0.998	620.165	5.845%	86.455	6.927%	0.00295	0.991
SP.Syn.Abst.317	11064	0.988	1461.004	13.205%	207.473	15.62%	0.01511	0.958
SP.Syn.Abst.318	8702	0.996	597.593	6.867%	86.556	8.436%	0.00409	0.987
SP.Syn.Abst.319	5502	0.998	295.219	5.366%	40.985	6.365%	0.00239	0.992
SP.Syn.Abst.320	6716	1.0	170.167	2.534%	23.473	3.009%	0.00052	0.998
SP.Syn.Abst.321	5322	0.996	386.503	7.262%	55.519	8.836%	0.00457	0.985
SP.Syn.Abst.322	9321	0.992	986.245	10.581%	140.802	12.683%	0.00963	0.971
SP.Syn.Abst.323	9618	1.0	228.397	2.375%	32.802	2.932%	0.00057	0.998
SP.Syn.Abst.324	8781	0.996	641.146	7.302%	92.308	8.907%	0.00454	0.985
SP.Syn.Abst.325	4817	1.0	77.186	1.602%	10.703	1.904%	0.00028	0.999
SP.Syn.Abst.326	16709	0.975	3035.726	18.168%	441.232	22.453%	0.03049	0.894
SP.Syn.Abst.327	6415	0.997	387.047	6.033%	54.435	7.21%	0.00316	0.99
SP.Syn.Abst.328	19946	0.983	3085.697	15.47%	432.978	18.659%	0.01993	0.924
SP.Syn.Abst.329	6829	0.994	614.784	9.003%	88.92	10.993%	0.00686	0.977
SP.Syn.Abst.330	14709	0.997	963.95	6.553%	133.777	7.721%	0.00396	0.989
SP.Syn.Abst.331	15833	0.997	989.889	6.252%	145.142	7.924%	0.00347	0.986
SP.Syn.Abst.332	13200	1.0	78.449	0.594%	10.551	0.687%	3e-05	1.0
SP.Syn.Abst.333	10922	0.988	1391.955	12.745%	199.694	15.287%	0.01358	0.958
SP.Syn.Abst.334	16695	0.984	2460.569	14.738%	345.266	17.795%	0.01799	0.931
SP.Syn.Abst.335	3370	1.0	52.32	1.553%	7.311	1.866%	0.00022	0.999
SP.Syn.Abst.336	12647	0.994	1157.671	9.154%	161.983	10.8%	0.00731	0.979
SP.Syn.Abst.337	11267	0.999	445.554	3.955%	61.671	4.717%	0.00128	0.995
SP.Syn.Abst.338	8338	1.0	205.341	2.463%	29.223	3.003%	0.00066	0.998
SP.Syn.Abst.339	4581	0.999	197.04	4.301%	28.699	5.344%	0.00161	0.994
SP.Syn.Abst.340	13984	0.997	851.031	6.086%	119.024	7.237%	0.00396	0.99
SP.Syn.Abst.341	7852	0.991	897.501	11.43%	128.13	13.666%	0.01121	0.967
SP.Syn.Abst.342	4683	1.0	39.432	0.842%	5.112	0.938%	7e-05	1.0
SP.Syn.Abst.343	10258	0.992	1037.346	10.113%	149.097	12.557%	0.00874	0.966
SP.Syn.Abst.344	4269	0.997	297.714	6.974%	40.96	8.245%	0.00472	0.985
SP.Syn.Abst.345	5314	0.999	216.64	4.077%	29.985	4.874%	0.00143	0.995
SP.Syn.Abst.346	7932	1.0	123.407	1.556%	16.801	1.825%	0.00022	0.999
SP.Syn.Abst.347	7704	0.994	710.4	9.221%	100.716	11.048%	0.00695	0.977
SP.Syn.Abst.348	4115	0.976	746.462	18.14%	109.538	21.788%	0.02919	0.923
SP.Syn.Abst.349	15498	0.987	2035.317	13.133%	299.384	16.081%	0.01526	0.955
SP.Syn.Abst.350	13591	0.998	774.313	5.697%	107.879	6.798%	0.0029	0.99
SP.Syn.Abst.351	17939	0.982	2739.865	15.273%	394.403	18.991%	0.02137	0.921
SP.Syn.Abst.352	13151	0.996	1044.201	7.94%	144.81	9.495%	0.00516	0.98
SP.Syn.Abst.353	23523	0.99	2806.775	11.932%	394.712	14.472%	0.01178	0.954
SP.Syn.Abst.354	13284	0.996	1049.891	7.903%	145.512	9.448%	0.00505	0.981
SP.Syn.Abst.355	8183	0.995	676.86	8.272%	98.822	10.443%	0.00609	0.976
SP.Syn.Abst.356	7744	0.976	1407.832	18.18%	205.957	21.771%	0.02908	0.923
SP.Syn.Abst.357	8184	0.99	1011.42	12.359%	142.119	14.507%	0.01333	0.963
SP.Syn.Abst.358	10362	0.993	1025.07	9.893%	144.139	11.742%	0.00792	0.974
SP.Syn.Abst.359	11106	0.987	1444.8	13.009%	206.226	16.015%	0.01441	0.944
SP.Syn.Abst.360	4923	0.998	273.271	5.551%	37.473	6.504%	0.00253	0.991
SP.Syn.Abst.361	11192	0.986	1562.87	13.964%	218.005	16.755%	0.01607	0.939
SP.Syn.Abst.362	6053	0.995	497.977	8.227%	71.863	10.043%	0.00573	0.981
SP.Syn.Abst.363	7862	0.998	398.154	5.064%	58.564	6.343%	0.00225	0.992
SP.Syn.Abst.364	8759	0.991	998.603	11.401%	138.972	13.367%	0.01052	0.966
SP.Syn.Abst.365	13565	0.995	1200.585	8.851%	168.726	10.496%	0.00677	0.98
SP.Syn.Abst.366	8310	1.0	163.863	1.972%	23.425	2.429%	0.0004	0.999
SP.Syn.Abst.367	17581	0.999	504.783	2.871%	70.199	3.417%	0.00078	0.998
SP.Syn.Abst.368	5810	0.997	348.563	5.999%	49.034	7.299%	0.00339	0.989
SP.Syn.Abst.369	4122	0.974	813.167	19.727%	112.412	22.555%	0.03235	0.908
SP.Syn.Abst.370	12227	0.997	807.025	6.6%	115.057	8.08%	0.00419	0.986
SP.Syn.Abst.371	14795	0.993	1511.999	10.22%	210.468	12.271%	0.00851	0.967
SP.Syn.Abst.372	4410	0.991	485.676	11.013%	70.146	13.364%	0.01028	0.967
SP.Syn.Abst.373	7219	0.999	303.673	4.207%	41.971	5.008%	0.00152	0.995
SP.Syn.Abst.374	9803	0.998	479.464	4.891%	68.946	6.039%	0.00236	0.992
SP.Syn.Abst.375	8386	0.999	234.977	2.802%	32.599	3.346%	0.00067	0.998
SP.Syn.Abst.376	9565	0.994	853.293	8.921%	118.333	10.665%	0.00647	0.975
SP.Syn.Abst.377	9635	0.989	1183.986	12.288%	171.806	14.912%	0.01291	0.96
SP.Syn.Abst.378	9214	0.999	257.791	2.798%	36.282	3.397%	0.00067	0.998
SP.Syn.Abst.379	16896	0.996	1199.369	7.099%	166.52	8.501%	0.00408	0.984
SP.Syn.Abst.380	16699	0.997	1130.488	6.77%	157.58	8.167%	0.004	0.986
SP.Syn.Abst.381	8229	1.0	153.324	1.863%	21.259	2.223%	0.00029	0.999
SP.Syn.Abst.382	7088	1.0	183.849	2.594%	25.86	3.144%	0.00056	0.998
SP.Syn.Abst.383	5757	0.999	183.022	3.179%	26.825	4.021%	0.00089	0.997
SP.Syn.Abst.384	10678	0.999	416.181	3.898%	59.019	4.745%	0.00166	0.995
SP.Syn.Abst.385	14665	0.999	641.646	4.375%	89.169	5.225%	0.00193	0.994
SP.Syn.Abst.386	13362	1.0	278.667	2.086%	38.933	2.497%	0.00037	0.999
SP.Syn.Abst.387	25186	0.996	1855.087	7.366%	258.97	8.899%	0.00488	0.983
SP.Syn.Abst.388	17637	1.0	156.249	0.886%	22.049	1.076%	6e-05	1.0
SP.Syn.Abst.389	6323	0.998	370.809	5.864%	52.426	7.053%	0.00387	0.99
SP.Syn.Abst.390	5173	0.997	324.396	6.271%	45.46	7.47%	0.00415	0.989
SP.Syn.Abst.391	7642	0.992	785.272	10.276%	115.732	12.729%	0.0093	0.971
SP.Syn.Abst.392	14978	0.999	545.196	3.64%	77.413	4.432%	0.00154	0.996
SP.Syn.Abst.393	4490	1.0	39.315	0.876%	5.184	0.993%	7e-05	1.0
SP.Syn.Abst.394	8836	0.999	345.199	3.907%	47.388	4.632%	0.00133	0.996
SP.Syn.Abst.395	9787	0.974	1936.028	19.782%	267.426	22.604%	0.03236	0.908
SP.Syn.Abst.396	5687	0.998	293.354	5.158%	41.889	6.319%	0.00254	0.991
SP.Syn.Abst.397	6313	0.999	240.33	3.807%	34.156	4.665%	0.00119	0.995
SP.Syn.Abst.398	7863	0.999	332.591	4.23%	48.583	5.273%	0.00156	0.995
SP.Syn.Abst.399	11756	0.999	513.584	4.369%	75.194	5.455%	0.0017	0.994
SP.Syn.Abst.400	24116	0.989	3040.547	12.608%	422.414	15.079%	0.01304	0.95
SP.Syn.Abst.401	7962	0.993	792.85	9.958%	110.941	12.023%	0.00815	0.968
SP.Syn.Abst.402	9915	0.991	1115.954	11.255%	154.193	13.383%	0.01055	0.961
SP.Syn.Abst.403	15923	0.996	1240.66	7.792%	178.248	9.469%	0.00524	0.983
SP.Syn.Abst.404	17441	0.996	1236.631	7.09%	171.134	8.372%	0.0042	0.986
SP.Syn.Abst.405	7176	0.998	386.045	5.38%	55.098	6.641%	0.00251	0.991
SP.Syn.Abst.406	10192	0.998	467.141	4.583%	66.038	5.531%	0.00173	0.994
SP.Syn.Abst.407	14459	0.996	1066.311	7.375%	148.124	8.836%	0.00441	0.983
SP.Syn.Abst.408	11571	0.999	360.317	3.114%	52.573	3.889%	0.0012	0.997
SP.Syn.Abst.409	6441	0.992	702.279	10.903%	97.277	12.992%	0.01016	0.963
SP.Syn.Abst.410	8758	0.995	734.801	8.39%	101.709	9.868%	0.00577	0.981
SP.Syn.Abst.411	12849	1.0	266.123	2.071%	39.244	2.618%	0.00052	0.999
SP.Syn.Abst.412	8333	0.997	501.665	6.02%	70.285	7.17%	0.00311	0.99
SP.Syn.Abst.413	10249	1.0	240.639	2.348%	34.505	2.888%	0.00064	0.998
SP.Syn.Abst.414	5315	0.976	962.676	18.112%	141.553	21.796%	0.02919	0.923
SP.Syn.Abst.415	7204	1.0	102.659	1.425%	14.662	1.746%	0.00022	0.999
SP.Syn.Abst.416	4858	0.997	313.593	6.455%	44.348	7.892%	0.00404	0.987
SP.Syn.Abst.417	9857	0.999	302.089	3.065%	41.701	3.63%	0.00082	0.997
SP.Syn.Abst.418	9948	0.981	1567.02	15.752%	227.379	19.512%	0.02317	0.919
SP.Syn.Abst.419	12826	0.999	385.548	3.006%	54.802	3.685%	0.00075	0.997
SP.Syn.Abst.420	12917	0.998	703.346	5.445%	100.966	6.651%	0.00255	0.992
SP.Syn.Abst.421	10712	0.979	1814.586	16.94%	259.92	20.595%	0.02581	0.912
SP.Syn.Abst.422	13166	0.994	1224.418	9.3%	173.509	11.106%	0.00743	0.978
SP.Syn.Abst.423	7975	0.999	242.076	3.035%	35.073	3.769%	0.00113	0.997
SP.Syn.Abst.424	8167	0.991	906.218	11.096%	129.874	13.363%	0.01028	0.967
SP.Syn.Abst.425	7281	0.999	193.207	2.654%	27.555	3.25%	0.00069	0.998
SP.Syn.Abst.426	7689	1.0	71.481	0.93%	9.743	1.091%	9e-05	1.0
SP.Syn.Abst.427	3757	0.972	759.112	20.205%	109.382	23.629%	0.03604	0.913
SP.Syn.Abst.428	23912	0.997	1465.631	6.129%	203.18	7.3%	0.00369	0.988
SP.Syn.Abst.429	7187	0.996	550.115	7.654%	77.615	9.16%	0.00476	0.984
SP.Syn.Abst.430	4369	0.975	839.193	19.208%	116.62	22.09%	0.03077	0.912
SP.Syn.Abst.431	5324	0.975	971.034	18.239%	138.639	22.017%	0.02947	0.901
SP.Syn.Abst.432	4862	0.978	881.242	18.125%	123.366	20.919%	0.02703	0.925
SP.Syn.Abst.433	12036	0.997	722.535	6.003%	100.37	7.19%	0.00297	0.989
SP.Syn.Abst.434	8029	0.994	756.294	9.42%	104.546	11.079%	0.00749	0.975
SP.Syn.Abst.435	7554	1.0	141.628	1.875%	20.459	2.334%	0.00031	0.999
SP.Syn.Abst.436	17337	1.0	325.267	1.876%	45.01	2.229%	0.0003	0.999
SP.Syn.Abst.437	5710	1.0	79.731	1.396%	10.903	1.639%	0.00016	0.999
SP.Syn.Abst.438	10798	0.992	1097.103	10.16%	157.5	12.458%	0.00969	0.967
SP.Syn.Abst.439	5472	0.978	986.75	18.033%	138.741	20.89%	0.02696	0.926
SP.Syn.Abst.440	5978	0.999	158.53	2.652%	23.377	3.368%	0.00078	0.998
SP.Syn.Abst.441	9955	0.998	504.916	5.072%	74.422	6.369%	0.00228	0.992
SP.Syn.Abst.442	6260	0.995	523.799	8.367%	77.184	10.416%	0.00619	0.98
SP.Syn.Abst.443	10616	0.999	371.199	3.497%	51.646	4.194%	0.00097	0.996
SP.Syn.Abst.444	7020	0.995	574.391	8.182%	81.91	9.863%	0.00575	0.982
SP.Syn.Abst.445	13113	0.999	553.226	4.219%	76.911	5.005%	0.00155	0.995
SP.Syn.Abst.446	8377	1.0	60.993	0.728%	8.758	0.898%	4e-05	1.0
SP.Syn.Abst.447	7186	0.992	787.581	10.96%	111.352	12.994%	0.0105	0.97
SP.Syn.Abst.448	6841	0.992	683.683	9.994%	98.384	12.365%	0.00965	0.967
SP.Syn.Abst.449	10949	0.987	1409.664	12.875%	201.472	15.877%	0.01421	0.945
SP.Syn.Abst.450	9075	0.999	301.385	3.321%	44.391	4.187%	0.0014	0.996
SP.Syn.Abst.451	9557	0.998	468.94	4.907%	64.937	5.844%	0.00219	0.993
SP.Syn.Abst.452	9010	0.996	687.11	7.626%	99.833	9.376%	0.0051	0.984
SP.Syn.Abst.453	9636	0.997	618.313	6.417%	85.633	7.657%	0.00345	0.987
SP.Syn.Abst.454	11040	0.981	1799.224	16.297%	250.359	19.461%	0.02198	0.918
SP.Syn.Abst.455	10328	0.991	1130.013	10.941%	163.243	13.254%	0.01041	0.969
SP.Syn.Abst.456	10827	0.996	777.36	7.18%	107.799	8.581%	0.00427	0.984
SP.Syn.Abst.457	10874	0.991	1135.91	10.446%	166.374	13.197%	0.01093	0.962
SP.Syn.Abst.458	7653	0.998	404.758	5.289%	55.87	6.287%	0.00241	0.991
SP.Syn.Abst.459	9171	0.998	481.293	5.248%	69.472	6.54%	0.00281	0.991
SP.Syn.Abst.460	8620	0.999	327.068	3.794%	45.191	4.507%	0.00136	0.996
SP.Syn.Abst.461	8528	0.999	273.064	3.202%	38.237	3.852%	0.00106	0.997
SP.Syn.Abst.462	12347	0.992	1259.62	10.202%	176.621	12.383%	0.00956	0.967
SP.Syn.Abst.463	7451	0.999	309.093	4.148%	42.981	4.949%	0.00157	0.995
SP.Syn.Abst.464	6229	0.992	664.307	10.665%	91.983	12.472%	0.00917	0.97
SP.Syn.Abst.465	9239	1.0	227.658	2.464%	32.156	2.981%	0.00063	0.998
SP.Syn.Abst.466	12977	0.998	653.314	5.034%	90.257	5.979%	0.00239	0.992
SP.Syn.Abst.467	10987	0.999	386.377	3.517%	56.466	4.392%	0.00107	0.996
SP.Syn.Abst.468	8176	0.986	1120.199	13.701%	159.756	16.847%	0.01602	0.938
SP.Syn.Abst.469	2652	0.972	534.69	20.162%	77.325	23.66%	0.03602	0.912
SP.Syn.Abst.470	19392	0.998	1033.888	5.332%	143.584	6.362%	0.00278	0.991
SP.Syn.Abst.471	10217	0.996	762.16	7.46%	106.477	9.02%	0.00483	0.982
SP.Syn.Abst.472	16460	0.992	1709.333	10.385%	239.348	12.544%	0.00882	0.966
SP.Syn.Abst.473	12345	0.989	1539.987	12.475%	217.334	14.753%	0.01275	0.96
SP.Syn.Abst.474	9665	0.999	375.918	3.889%	53.9	4.76%	0.00129	0.996
SP.Syn.Abst.475	9085	0.998	497.363	5.475%	70.026	6.615%	0.00318	0.991
SP.Syn.Abst.476	12989	1.0	90.624	0.698%	12.872	0.852%	5e-05	1.0
SP.Syn.Abst.477	10430	0.998	525.164	5.035%	76.404	6.327%	0.00219	0.991
SP.Syn.Abst.478	10968	0.998	521.151	4.752%	72.266	5.662%	0.00222	0.993
SP.Syn.Abst.479	6491	0.996	445.126	6.858%	65.383	8.711%	0.00423	0.984
SP.Syn.Abst.480	9432	0.993	912.066	9.67%	127.826	11.737%	0.00813	0.97
SP.Syn.Abst.481	8348	1.0	144.829	1.735%	20.061	2.061%	0.00025	0.999
SP.Syn.Abst.482	10965	0.992	1121.458	10.228%	164.066	12.58%	0.00905	0.971
SP.Syn.Abst.483	27672	1.0	418.295	1.512%	58.425	1.811%	0.00021	0.999
SP.Syn.Abst.484	10981	0.997	657.383	5.987%	96.62	7.608%	0.00325	0.988
SP.Syn.Abst.485	6246	0.992	668.969	10.71%	93.414	12.73%	0.00993	0.966
SP.Syn.Abst.486	14575	0.997	976.088	6.697%	135.327	7.997%	0.00385	0.986
SP.Syn.Abst.487	3682	0.977	684.373	18.587%	94.77	21.271%	0.0283	0.92
SP.Syn.Abst.488	3768	0.994	328.987	8.731%	47.014	10.696%	0.0073	0.975
SP.Syn.Abst.489	11693	0.997	737.045	6.303%	102.256	7.517%	0.00373	0.988
SP.Syn.Abst.490	4707	0.987	638.498	13.565%	90.592	16.011%	0.01647	0.956
SP.Syn.Abst.491	6019	0.994	533.213	8.859%	74.226	10.668%	0.00718	0.975
SP.Syn.Abst.492	7068	0.984	1017.923	14.402%	144.934	17.669%	0.01764	0.932
SP.Syn.Abst.493	8344	1.0	164.335	1.969%	22.864	2.35%	0.00031	0.999
SP.Syn.Abst.494	6000	0.997	372.228	6.204%	55.16	7.805%	0.00349	0.988
SP.Syn.Abst.495	9092	0.976	1638.635	18.023%	234.082	21.721%	0.02872	0.904
SP.Syn.Abst.496	5817	0.999	230.516	3.963%	33.516	4.928%	0.00203	0.995
SP.Syn.Abst.497	7675	0.997	466.763	6.082%	65.296	7.234%	0.00383	0.99
SP.Syn.Abst.498	10518	0.99	1231.697	11.71%	177.385	14.106%	0.01188	0.965
SP.Syn.Abst.499	12386	0.999	483.004	3.9%	66.81	4.646%	0.00127	0.995
SP.Syn.Abst.500	16554	0.993	1621.268	9.794%	232.271	11.992%	0.00898	0.969
SP.Syn.Abst.501	9220	0.995	802.381	8.703%	111.341	10.292%	0.00649	0.978
SP.Syn.Abst.502	8783	0.995	727.428	8.282%	104.728	10.307%	0.00588	0.977
SP.Syn.Abst.503	4690	0.989	542.273	11.562%	79.619	14.599%	0.01332	0.954
SP.Syn.Abst.504	8395	0.995	730.232	8.698%	100.977	10.218%	0.00618	0.979
SP.Syn.Abst.505	10531	0.996	737.999	7.008%	105.398	8.483%	0.00419	0.987
SP.Syn.Abst.506	13643	0.998	776.444	5.691%	107.242	6.761%	0.00297	0.99
SP.Syn.Abst.507	5408	0.999	182.672	3.378%	26.36	4.206%	0.001	0.996
SP.Syn.Abst.508	13442	0.996	958.976	7.134%	137.31	8.827%	0.00429	0.983
SP.Syn.Abst.509	5976	0.946	1667.97	27.911%	238.237	32.522%	0.06689	0.81
SP.Syn.Abst.510	11271	0.999	359.183	3.187%	49.997	3.827%	0.00091	0.997
SP.Syn.Abst.511	10738	0.999	443.436	4.13%	62.4	4.959%	0.00151	0.995
SP.Syn.Abst.512	10568	1.0	161.445	1.528%	23.489	1.913%	0.00025	0.999
SP.Syn.Abst.513	8869	0.992	917.497	10.345%	127.272	12.352%	0.00912	0.967
SP.Syn.Abst.514	7649	1.0	155.543	2.034%	22.402	2.509%	0.00036	0.999
SP.Syn.Abst.515	17624	0.99	2056.524	11.669%	288.864	14.134%	0.01121	0.956
SP.Syn.Abst.516	9261	0.999	380.11	4.104%	55.941	5.206%	0.0018	0.994
SP.Syn.Abst.517	8421	0.976	1526.09	18.122%	223.079	21.693%	0.02889	0.923
SP.Syn.Abst.518	6020	0.978	1102.869	18.32%	153.156	21.018%	0.02742	0.923
SP.Syn.Abst.519	10505	1.0	267.79	2.549%	37.332	3.062%	0.00053	0.998
SP.Syn.Abst.520	9269	0.999	419.741	4.528%	58.511	5.454%	0.00183	0.994
SP.Syn.Abst.521	2281	0.978	409.359	17.946%	58.474	21.072%	0.02739	0.926
SP.Syn.Abst.522	19023	0.99	2205.466	11.594%	307.694	13.942%	0.01099	0.958
SP.Syn.Abst.523	5818	0.996	441.221	7.584%	62.854	9.26%	0.00552	0.982
SP.Syn.Abst.524	3620	0.99	414.566	11.452%	59.3	14.003%	0.01233	0.958
SP.Syn.Abst.525	11631	0.999	459.269	3.949%	63.691	4.709%	0.00148	0.995
SP.Syn.Abst.526	8909	0.994	821.315	9.219%	115.282	11.209%	0.00742	0.973
SP.Syn.Abst.527	12909	0.993	1279.933	9.915%	187.173	12.206%	0.00853	0.973
SP.Syn.Abst.528	13924	0.998	741.185	5.323%	102.732	6.339%	0.00279	0.991
SP.Syn.Abst.529	7976	1.0	56.984	0.714%	7.609	0.82%	5e-05	1.0
SP.Syn.Abst.530	8829	0.997	606.256	6.867%	85.051	8.315%	0.00381	0.985
SP.Syn.Abst.531	1493	0.972	301.442	20.19%	43.717	23.786%	0.03691	0.91
SP.Syn.Abst.532	6959	0.999	248.885	3.576%	36.769	4.519%	0.0017	0.996
SP.Syn.Abst.533	11145	0.998	591.943	5.311%	84.404	6.507%	0.0028	0.991
SP.Syn.Abst.534	6677	0.991	743.234	11.131%	106.128	13.617%	0.01156	0.96
SP.Syn.Abst.535	12404	0.995	1049.28	8.459%	149.201	10.182%	0.00589	0.98
SP.Syn.Abst.536	6775	0.999	287.465	4.243%	41.871	5.27%	0.0016	0.995
SP.Syn.Abst.537	9302	0.99	1036.28	11.14%	151.558	14.048%	0.01232	0.957
SP.Syn.Abst.538	8956	0.998	443.225	4.949%	62.743	5.977%	0.00201	0.993
SP.Syn.Abst.539	13839	0.998	763.453	5.517%	105.448	6.562%	0.00261	0.991
SP.Syn.Abst.540	16381	0.995	1428.675	8.722%	198.441	10.45%	0.00617	0.976
SP.Syn.Abst.541	7829	1.0	169.455	2.164%	24.61	2.695%	0.00055	0.998
SP.Syn.Abst.542	7715	0.99	894.034	11.588%	128.304	14.355%	0.0115	0.955
SP.Syn.Abst.543	15011	0.999	408.78	2.723%	56.8	3.238%	0.00065	0.998
SP.Syn.Abst.544	7552	0.999	226.307	2.997%	32.234	3.651%	0.00078	0.997
SP.Syn.Abst.545	8561	0.996	669.892	7.825%	94.745	9.385%	0.00498	0.983
SP.Syn.Abst.546	11601	0.997	744.82	6.42%	105.828	7.882%	0.00399	0.987
SP.Syn.Abst.547	8582	0.995	711.897	8.295%	101.822	10.251%	0.00578	0.977
SP.Syn.Abst.548	5596	0.999	151.556	2.708%	21.413	3.301%	0.00064	0.998
SP.Syn.Abst.549	7725	0.989	999.578	12.94%	138.793	15.07%	0.01347	0.958
SP.Syn.Abst.550	5384	0.998	271.573	5.044%	37.439	5.983%	0.00234	0.992
SP.Syn.Abst.551	9086	0.988	1171.431	12.893%	167.211	15.681%	0.01519	0.948
SP.Syn.Abst.552	12017	0.992	1249.898	10.401%	182.676	12.767%	0.0095	0.971
SP.Syn.Abst.553	6034	0.998	324.226	5.373%	44.999	6.366%	0.00231	0.992
SP.Syn.Abst.554	3483	0.987	453.78	13.028%	65.073	15.998%	0.01596	0.945
SP.Syn.Abst.555	8575	0.999	275.458	3.212%	38.588	3.847%	0.00089	0.997
SP.Syn.Abst.556	4199	0.977	778.833	18.548%	107.645	21.185%	0.02799	0.921
SP.Syn.Abst.557	11659	0.997	807.868	6.929%	112.042	8.198%	0.00403	0.986
SP.Syn.Abst.558	9159	0.996	726.955	7.937%	100.586	9.367%	0.00538	0.982
SP.Syn.Abst.559	11763	0.995	942.78	8.015%	130.915	9.6%	0.00522	0.98
SP.Syn.Abst.560	8367	0.995	665.037	7.948%	94.333	9.739%	0.00523	0.979
SP.Syn.Abst.561	9692	0.997	615.446	6.35%	85.69	7.511%	0.00359	0.989
SP.Syn.Abst.562	9913	0.998	518.063	5.226%	72.713	6.258%	0.0022	0.992
SP.Syn.Abst.563	12177	0.996	935.733	7.684%	130.779	9.269%	0.00477	0.981
SP.Syn.Abst.564	19760	0.989	2469.96	12.5%	343.954	14.99%	0.01279	0.951
SP.Syn.Abst.565	14828	0.991	1702.924	11.485%	241.136	13.62%	0.01129	0.967
SP.Syn.Abst.566	18268	0.999	778.885	4.264%	113.877	5.318%	0.0016	0.994
SP.Syn.Abst.567	7266	0.998	363.802	5.007%	52.339	6.218%	0.00254	0.992
SP.Syn.Abst.568	8651	0.999	355.623	4.111%	49.201	4.89%	0.0016	0.995
SP.Syn.Abst.569	7175	0.999	318.105	4.434%	45.632	5.429%	0.00225	0.994
SP.Syn.Abst.570	9759	0.992	1046.272	10.721%	145.269	12.811%	0.00971	0.964
SP.Syn.Abst.571	11826	0.989	1471.121	12.44%	210.223	14.842%	0.01324	0.962
SP.Syn.Abst.572	12375	0.99	1442.1	11.653%	212.954	14.396%	0.01202	0.963
SP.Syn.Abst.573	5367	0.998	297.321	5.54%	43.163	6.95%	0.00268	0.99
SP.Syn.Abst.574	5289	0.996	373.0	7.052%	52.87	8.487%	0.00409	0.986
SP.Syn.Abst.575	11008	0.991	1186.52	10.779%	173.598	13.229%	0.01019	0.969
SP.Syn.Abst.576	12129	0.998	573.14	4.725%	81.006	5.695%	0.0024	0.994
SP.Syn.Abst.577	9996	1.0	153.673	1.537%	22.32	1.916%	0.00027	0.999
SP.Syn.Abst.578	9653	0.999	341.969	3.543%	47.139	4.203%	0.0011	0.996
SP.Syn.Abst.579	8018	0.995	666.9	8.318%	96.015	10.367%	0.00613	0.977
SP.Syn.Abst.580	11981	0.998	678.741	5.665%	95.806	6.813%	0.0026	0.991
SP.Syn.Abst.581	5766	1.0	66.878	1.16%	9.456	1.408%	0.00013	1.0
SP.Syn.Abst.582	7982	0.995	687.538	8.614%	96.821	10.476%	0.00612	0.976
SP.Syn.Abst.583	5311	0.998	239.29	4.506%	34.577	5.603%	0.00208	0.993
SP.Syn.Abst.584	8331	0.989	1040.45	12.489%	147.194	14.746%	0.01364	0.962
SP.Syn.Abst.585	11921	0.998	548.356	4.6%	80.205	5.814%	0.00188	0.993
SP.Syn.Abst.586	9699	0.969	2008.708	20.71%	286.724	24.85%	0.03738	0.876
SP.Syn.Abst.587	8758	0.999	325.277	3.714%	45.637	4.451%	0.00129	0.996
