Samples	SBS96A	SBS96B
SP.Syn.Abst.738	3299	4055
SP.Syn.Abst.739	6445	8362
SP.Syn.Abst.740	7400	3416
SP.Syn.Abst.741	3390	2979
SP.Syn.Abst.742	2191	5105
SP.Syn.Abst.743	4558	6872
SP.Syn.Abst.744	9716	5807
SP.Syn.Abst.745	7041	3587
SP.Syn.Abst.746	10041	4733
SP.Syn.Abst.747	4927	3708
SP.Syn.Abst.748	5186	3668
SP.Syn.Abst.749	806	3606
SP.Syn.Abst.750	5473	2370
SP.Syn.Abst.751	3370	3865
SP.Syn.Abst.752	2948	2554
SP.Syn.Abst.753	2647	4402
SP.Syn.Abst.754	3434	12320
SP.Syn.Abst.755	7556	3315
SP.Syn.Abst.756	5714	5110
SP.Syn.Abst.757	2231	2707
SP.Syn.Abst.758	5316	1957
SP.Syn.Abst.759	5288	6468
SP.Syn.Abst.760	2485	291
SP.Syn.Abst.761	4358	10591
SP.Syn.Abst.762	3912	12313
SP.Syn.Abst.763	6138	6698
SP.Syn.Abst.764	2663	264
SP.Syn.Abst.765	6112	4763
SP.Syn.Abst.766	5106	3156
SP.Syn.Abst.767	4144	1807
SP.Syn.Abst.768	6552	3118
SP.Syn.Abst.769	4204	3737
SP.Syn.Abst.770	6393	2274
SP.Syn.Abst.771	10889	6854
SP.Syn.Abst.772	4252	2180
SP.Syn.Abst.773	5801	6373
SP.Syn.Abst.774	4522	3289
SP.Syn.Abst.775	6803	3285
SP.Syn.Abst.776	3701	3466
SP.Syn.Abst.777	1762	3051
SP.Syn.Abst.778	3864	8138
SP.Syn.Abst.779	2948	3416
SP.Syn.Abst.780	4102	7852
SP.Syn.Abst.781	21390	6238
SP.Syn.Abst.782	4754	1400
SP.Syn.Abst.783	3114	12134
SP.Syn.Abst.784	6112	3508
SP.Syn.Abst.785	9621	2720
SP.Syn.Abst.786	3615	7032
SP.Syn.Abst.787	4903	1974
SP.Syn.Abst.788	3431	9671
SP.Syn.Abst.789	9091	7839
SP.Syn.Abst.790	4080	520
SP.Syn.Abst.791	4577	6479
SP.Syn.Abst.792	2760	6741
SP.Syn.Abst.793	12276	3604
SP.Syn.Abst.794	2903	9965
SP.Syn.Abst.795	6847	7019
SP.Syn.Abst.796	6796	9672
SP.Syn.Abst.797	2834	3147
SP.Syn.Abst.798	7549	4738
SP.Syn.Abst.799	5164	532
SP.Syn.Abst.800	7943	3302
SP.Syn.Abst.801	1610	4197
SP.Syn.Abst.802	4338	3304
SP.Syn.Abst.803	4278	3822
SP.Syn.Abst.804	2686	5089
SP.Syn.Abst.805	4186	2912
SP.Syn.Abst.806	9253	6674
SP.Syn.Abst.807	3235	6795
SP.Syn.Abst.808	2904	2895
SP.Syn.Abst.809	2863	7153
SP.Syn.Abst.810	4192	8096
SP.Syn.Abst.811	4258	6421
SP.Syn.Abst.812	3040	3025
SP.Syn.Abst.813	2691	9509
SP.Syn.Abst.814	3801	5191
SP.Syn.Abst.815	5557	6495
SP.Syn.Abst.816	2505	6591
SP.Syn.Abst.817	4135	6163
SP.Syn.Abst.818	1932	4478
SP.Syn.Abst.819	4574	8597
SP.Syn.Abst.820	6017	7381
SP.Syn.Abst.821	6143	2222
SP.Syn.Abst.822	8606	3095
SP.Syn.Abst.823	1448	3888
SP.Syn.Abst.824	4991	5907
SP.Syn.Abst.825	2846	3579
SP.Syn.Abst.826	5078	3874
SP.Syn.Abst.827	2897	9078
SP.Syn.Abst.828	3803	3046
SP.Syn.Abst.829	4954	6502
SP.Syn.Abst.830	4464	2717
SP.Syn.Abst.831	5492	3122
SP.Syn.Abst.832	9890	10572
SP.Syn.Abst.833	4957	5776
SP.Syn.Abst.834	12170	5053
SP.Syn.Abst.835	10003	3959
SP.Syn.Abst.836	2517	2830
SP.Syn.Abst.837	2966	7989
SP.Syn.Abst.838	2480	4951
SP.Syn.Abst.839	3824	12887
SP.Syn.Abst.840	7449	4826
SP.Syn.Abst.841	5929	2425
SP.Syn.Abst.842	3058	4351
SP.Syn.Abst.843	12331	5797
SP.Syn.Abst.844	5735	1407
SP.Syn.Abst.845	2660	3061
SP.Syn.Abst.846	6575	3981
SP.Syn.Abst.847	6526	4931
SP.Syn.Abst.848	1994	4378
SP.Syn.Abst.849	3719	4045
SP.Syn.Abst.850	1613	2344
SP.Syn.Abst.851	4681	2124
SP.Syn.Abst.852	10466	6625
SP.Syn.Abst.853	2760	5600
SP.Syn.Abst.854	5139	9552
SP.Syn.Abst.855	4899	9301
SP.Syn.Abst.856	5939	5381
SP.Syn.Abst.857	9321	3150
SP.Syn.Abst.858	3649	1674
SP.Syn.Abst.859	6898	4210
SP.Syn.Abst.860	7802	3117
SP.Syn.Abst.861	5726	6001
SP.Syn.Abst.862	4117	1790
SP.Syn.Abst.863	5475	557
SP.Syn.Abst.864	4064	445
SP.Syn.Abst.865	2550	2768
SP.Syn.Abst.866	2993	5808
SP.Syn.Abst.867	6482	2342
SP.Syn.Abst.868	2047	5308
SP.Syn.Abst.869	4800	10496
SP.Syn.Abst.870	1475	1912
SP.Syn.Abst.871	2666	9514
SP.Syn.Abst.872	2890	3269
SP.Syn.Abst.873	2856	3073
SP.Syn.Abst.874	3501	7236
SP.Syn.Abst.875	2175	6143
SP.Syn.Abst.876	3870	5419
SP.Syn.Abst.877	2756	2324
SP.Syn.Abst.878	4301	13649
SP.Syn.Abst.879	2785	7364
SP.Syn.Abst.880	7080	2955
SP.Syn.Abst.881	2755	2651
SP.Syn.Abst.882	6215	2509
SP.Syn.Abst.883	5009	14397
SP.Syn.Abst.884	3882	5971
SP.Syn.Abst.885	9771	4201
SP.Syn.Abst.886	4489	13193
SP.Syn.Abst.887	4559	3687
SP.Syn.Abst.888	4241	10949
SP.Syn.Abst.889	3606	3064
SP.Syn.Abst.890	4007	3408
SP.Syn.Abst.891	4256	11722
SP.Syn.Abst.892	3358	3368
SP.Syn.Abst.893	6437	3371
SP.Syn.Abst.894	2102	2189
SP.Syn.Abst.895	3092	2926
SP.Syn.Abst.896	6889	6476
SP.Syn.Abst.897	5104	11678
SP.Syn.Abst.898	2274	302
SP.Syn.Abst.899	5259	3608
SP.Syn.Abst.900	1589	4904
SP.Syn.Abst.901	4446	1926
SP.Syn.Abst.902	3895	3114
SP.Syn.Abst.903	3544	5106
SP.Syn.Abst.904	7112	2648
SP.Syn.Abst.905	3165	3113
SP.Syn.Abst.906	9978	6455
SP.Syn.Abst.907	3854	2571
SP.Syn.Abst.908	7590	3625
SP.Syn.Abst.909	4163	7689
SP.Syn.Abst.910	5637	2257
SP.Syn.Abst.911	3577	1778
SP.Syn.Abst.912	7704	14173
SP.Syn.Abst.913	8868	992
SP.Syn.Abst.914	4110	4301
SP.Syn.Abst.915	7706	2833
SP.Syn.Abst.916	5469	8657
SP.Syn.Abst.917	4575	1985
SP.Syn.Abst.918	3967	4652
SP.Syn.Abst.919	7472	2737
SP.Syn.Abst.920	2017	3922
SP.Syn.Abst.921	3340	8222
SP.Syn.Abst.922	4622	4847
SP.Syn.Abst.923	4332	4930
SP.Syn.Abst.924	6223	631
SP.Syn.Abst.925	4042	3386
SP.Syn.Abst.926	6532	6339
SP.Syn.Abst.927	9041	8558
SP.Syn.Abst.928	6122	14769
SP.Syn.Abst.929	2971	2270
SP.Syn.Abst.930	16492	3928
SP.Syn.Abst.931	3542	2912
SP.Syn.Abst.932	5518	6386
SP.Syn.Abst.933	4004	6208
SP.Syn.Abst.934	9355	3679
SP.Syn.Abst.935	2497	3318
SP.Syn.Abst.936	5491	13343
SP.Syn.Abst.937	3334	3825
SP.Syn.Abst.938	3551	3833
SP.Syn.Abst.939	3476	3169
SP.Syn.Abst.940	4514	5571
SP.Syn.Abst.941	2900	7642
SP.Syn.Abst.942	4008	434
SP.Syn.Abst.943	2668	5196
SP.Syn.Abst.944	4373	4072
SP.Syn.Abst.945	4233	2419
SP.Syn.Abst.946	3028	2285
SP.Syn.Abst.947	2362	1504
SP.Syn.Abst.948	2927	12915
SP.Syn.Abst.949	4495	519
SP.Syn.Abst.950	4256	1486
SP.Syn.Abst.951	6092	2471
SP.Syn.Abst.952	4008	6666
SP.Syn.Abst.953	2359	8356
SP.Syn.Abst.954	3082	4456
SP.Syn.Abst.955	4925	3311
SP.Syn.Abst.956	5943	5867
SP.Syn.Abst.957	8142	3566
SP.Syn.Abst.958	2313	3461
SP.Syn.Abst.959	4094	6092
SP.Syn.Abst.960	1930	2681
SP.Syn.Abst.961	5088	13049
SP.Syn.Abst.962	6574	678
SP.Syn.Abst.963	3666	10378
SP.Syn.Abst.964	12218	5092
SP.Syn.Abst.965	7856	7770
SP.Syn.Abst.966	2131	6767
SP.Syn.Abst.967	8211	4338
SP.Syn.Abst.968	3795	2918
SP.Syn.Abst.969	5994	4913
SP.Syn.Abst.970	5957	2671
SP.Syn.Abst.971	8368	7677
SP.Syn.Abst.972	3090	348
SP.Syn.Abst.973	7728	4823
SP.Syn.Abst.974	2952	3374
SP.Syn.Abst.975	2463	2716
SP.Syn.Abst.976	8605	3021
SP.Syn.Abst.977	3779	6120
SP.Syn.Abst.978	4165	4301
SP.Syn.Abst.979	11187	5099
SP.Syn.Abst.980	3323	6903
SP.Syn.Abst.981	4488	3769
SP.Syn.Abst.982	1701	7850
SP.Syn.Abst.983	3688	9255
SP.Syn.Abst.984	3533	5347
SP.Syn.Abst.985	6106	7870
SP.Syn.Abst.986	5677	3168
SP.Syn.Abst.987	6342	7570
SP.Syn.Abst.988	3911	5816
SP.Syn.Abst.989	246	3949
SP.Syn.Abst.990	5022	7877
SP.Syn.Abst.991	5026	4167
SP.Syn.Abst.992	2420	2772
SP.Syn.Abst.993	5777	2702
SP.Syn.Abst.994	5354	5343
SP.Syn.Abst.995	3813	3702
SP.Syn.Abst.996	6448	5525
SP.Syn.Abst.997	3703	3612
SP.Syn.Abst.998	4498	2616
SP.Syn.Abst.999	4200	3254
SP.Syn.Abst.1000	2135	8202
