Samples	SBS96A	SBS96B	SBS96C
SP.Syn.Abst.653	2466	2819	724
SP.Syn.Abst.654	6760	1725	763
SP.Syn.Abst.655	3085	4599	1025
SP.Syn.Abst.656	7367	2090	886
SP.Syn.Abst.657	2006	1733	852
SP.Syn.Abst.658	10668	6038	1222
SP.Syn.Abst.659	3626	1492	1270
SP.Syn.Abst.660	1934	2970	1552
SP.Syn.Abst.661	2660	5266	962
SP.Syn.Abst.662	9639	2821	659
SP.Syn.Abst.663	3368	4074	2137
SP.Syn.Abst.664	2452	3528	850
SP.Syn.Abst.665	2251	4241	514
SP.Syn.Abst.666	2359	2955	339
SP.Syn.Abst.667	6237	2589	2826
SP.Syn.Abst.668	1134	2320	341
SP.Syn.Abst.669	7969	5908	722
SP.Syn.Abst.670	5925	1733	1181
SP.Syn.Abst.671	4086	2357	1077
SP.Syn.Abst.672	12442	4118	1220
SP.Syn.Abst.673	5615	3757	602
SP.Syn.Abst.674	5521	2235	719
SP.Syn.Abst.675	4904	3961	642
SP.Syn.Abst.676	1462	3446	1138
SP.Syn.Abst.677	4147	5493	1490
SP.Syn.Abst.678	5769	8969	294
SP.Syn.Abst.679	3795	5232	1199
SP.Syn.Abst.680	4391	3881	1254
SP.Syn.Abst.681	3093	4740	698
SP.Syn.Abst.682	2346	5043	568
SP.Syn.Abst.683	2789	3159	491
SP.Syn.Abst.684	3311	3643	170
SP.Syn.Abst.685	4088	1705	893
SP.Syn.Abst.686	4469	9423	623
SP.Syn.Abst.687	4837	4012	2149
SP.Syn.Abst.688	2692	4968	1681
SP.Syn.Abst.689	4451	5102	6810
SP.Syn.Abst.690	5216	4114	707
SP.Syn.Abst.691	11924	4092	1822
SP.Syn.Abst.692	3759	2897	201
SP.Syn.Abst.693	1629	3027	208
SP.Syn.Abst.694	7079	2996	4187
SP.Syn.Abst.695	6983	6617	477
SP.Syn.Abst.696	5705	11607	2642
SP.Syn.Abst.697	12545	2105	1414
SP.Syn.Abst.698	9502	5550	844
SP.Syn.Abst.699	4657	6326	1140
SP.Syn.Abst.700	2479	2664	522
SP.Syn.Abst.701	5401	3688	1257
SP.Syn.Abst.702	2722	1943	1291
SP.Syn.Abst.703	3947	2142	705
SP.Syn.Abst.704	1795	7285	1509
SP.Syn.Abst.705	1536	2371	2274
SP.Syn.Abst.706	1835	4280	921
SP.Syn.Abst.707	1534	2862	1753
SP.Syn.Abst.708	1432	3128	626
SP.Syn.Abst.709	4708	8915	5211
SP.Syn.Abst.710	7885	1665	1499
SP.Syn.Abst.711	5015	3302	1133
SP.Syn.Abst.712	4114	4209	476
SP.Syn.Abst.713	4473	3115	2353
SP.Syn.Abst.714	1150	1410	2381
SP.Syn.Abst.715	3329	5604	2005
SP.Syn.Abst.716	4722	5835	1152
SP.Syn.Abst.717	6058	3809	3191
SP.Syn.Abst.718	10518	2684	1228
SP.Syn.Abst.719	2674	2568	431
SP.Syn.Abst.720	1974	3752	2003
SP.Syn.Abst.721	2699	4463	1206
SP.Syn.Abst.722	3829	4657	197
SP.Syn.Abst.723	5910	5000	908
SP.Syn.Abst.724	6258	4436	825
SP.Syn.Abst.725	4825	5770	1274
SP.Syn.Abst.726	3263	2837	1707
SP.Syn.Abst.727	2680	2911	406
SP.Syn.Abst.728	4337	4884	870
SP.Syn.Abst.729	19923	4021	1767
SP.Syn.Abst.730	2200	2833	503
SP.Syn.Abst.731	2003	5331	1077
SP.Syn.Abst.732	3004	3111	466
SP.Syn.Abst.733	1981	2887	911
SP.Syn.Abst.734	1675	7927	380
SP.Syn.Abst.735	1084	1753	1715
SP.Syn.Abst.736	8830	3557	1449
SP.Syn.Abst.737	4472	4200	1122
SP.Syn.Abst.738	3550	2562	1242
SP.Syn.Abst.739	7165	3822	3820
SP.Syn.Abst.740	2865	5745	2206
SP.Syn.Abst.741	2662	3233	474
SP.Syn.Abst.742	4447	1195	1654
SP.Syn.Abst.743	6121	4092	1217
SP.Syn.Abst.744	5044	8288	2191
SP.Syn.Abst.745	2944	4805	2879
SP.Syn.Abst.746	4261	10047	466
SP.Syn.Abst.747	3363	5106	166
SP.Syn.Abst.748	3230	4627	997
SP.Syn.Abst.749	3125	43	1244
SP.Syn.Abst.750	2018	4561	1264
SP.Syn.Abst.751	3214	1424	2597
SP.Syn.Abst.752	2223	2373	906
SP.Syn.Abst.753	3936	2456	657
SP.Syn.Abst.754	11111	3662	981
SP.Syn.Abst.755	2892	6829	1150
SP.Syn.Abst.756	4470	4730	1624
SP.Syn.Abst.757	2395	1927	616
SP.Syn.Abst.758	1628	4256	1389
SP.Syn.Abst.759	5605	3696	2455
SP.Syn.Abst.760	187	1878	711
SP.Syn.Abst.761	9597	4834	518
SP.Syn.Abst.762	11138	4349	738
SP.Syn.Abst.763	5943	5488	1405
SP.Syn.Abst.764	218	2528	181
SP.Syn.Abst.765	4229	5658	988
SP.Syn.Abst.766	2754	4429	1079
SP.Syn.Abst.767	1218	907	3826
SP.Syn.Abst.768	2555	4576	2539
SP.Syn.Abst.769	3360	4156	425
SP.Syn.Abst.770	1936	5512	1219
SP.Syn.Abst.771	6174	10903	666
SP.Syn.Abst.772	1912	3859	661
SP.Syn.Abst.773	5560	4485	2129
SP.Syn.Abst.774	2797	3272	1742
SP.Syn.Abst.775	2979	6979	130
SP.Syn.Abst.776	3057	3222	888
SP.Syn.Abst.777	2727	1626	460
SP.Syn.Abst.778	7331	3922	749
SP.Syn.Abst.779	3020	2542	802
SP.Syn.Abst.780	7041	3917	996
SP.Syn.Abst.781	4663	13705	9260
SP.Syn.Abst.782	938	2138	3078
SP.Syn.Abst.783	10757	2109	2382
SP.Syn.Abst.784	3058	5331	1231
SP.Syn.Abst.785	2391	9201	749
SP.Syn.Abst.786	6253	3088	1306
SP.Syn.Abst.787	1762	4796	319
SP.Syn.Abst.788	8658	3163	1281
SP.Syn.Abst.789	7082	9256	592
SP.Syn.Abst.790	222	2020	2358
SP.Syn.Abst.791	5703	3652	1701
SP.Syn.Abst.792	6058	2722	721
SP.Syn.Abst.793	3158	11630	1092
SP.Syn.Abst.794	8988	3088	792
SP.Syn.Abst.795	6067	4970	2829
SP.Syn.Abst.796	8528	5514	2426
SP.Syn.Abst.797	2764	2322	895
SP.Syn.Abst.798	3660	2880	5747
SP.Syn.Abst.799	405	4594	697
SP.Syn.Abst.800	2855	7017	1373
SP.Syn.Abst.801	3742	1385	680
SP.Syn.Abst.802	2941	4080	621
SP.Syn.Abst.803	3372	3753	975
SP.Syn.Abst.804	4542	2422	811
SP.Syn.Abst.805	2602	4023	473
SP.Syn.Abst.806	5964	8901	1062
SP.Syn.Abst.807	5996	2417	1617
SP.Syn.Abst.808	2589	2773	437
SP.Syn.Abst.809	6420	2768	828
SP.Syn.Abst.810	7067	2672	2549
SP.Syn.Abst.811	5749	4038	892
SP.Syn.Abst.812	2603	2145	1317
SP.Syn.Abst.813	8494	2320	1386
SP.Syn.Abst.814	4666	3748	578
SP.Syn.Abst.815	5744	4796	1512
SP.Syn.Abst.816	5879	2166	1051
SP.Syn.Abst.817	5566	4261	471
SP.Syn.Abst.818	3924	1211	1275
SP.Syn.Abst.819	7733	4544	894
SP.Syn.Abst.820	6285	3400	3713
SP.Syn.Abst.821	1927	5572	866
SP.Syn.Abst.822	2719	8093	889
SP.Syn.Abst.823	3504	1497	335
SP.Syn.Abst.824	5319	4989	590
SP.Syn.Abst.825	3177	2514	734
SP.Syn.Abst.826	3275	3464	2213
SP.Syn.Abst.827	8181	3017	777
SP.Syn.Abst.828	2589	2642	1618
SP.Syn.Abst.829	5733	4075	1648
SP.Syn.Abst.830	2398	4091	692
SP.Syn.Abst.831	2735	4906	973
SP.Syn.Abst.832	8903	5366	6193
SP.Syn.Abst.833	5141	4513	1079
SP.Syn.Abst.834	4463	11507	1253
SP.Syn.Abst.835	3485	9387	1090
SP.Syn.Abst.836	2416	1558	1373
SP.Syn.Abst.837	7240	3326	389
SP.Syn.Abst.838	4428	2287	716
SP.Syn.Abst.839	11582	3782	1347
SP.Syn.Abst.840	4270	6871	1134
SP.Syn.Abst.841	2002	4496	1856
SP.Syn.Abst.842	3817	2338	1254
SP.Syn.Abst.843	5116	11536	1476
SP.Syn.Abst.844	1190	5143	809
SP.Syn.Abst.845	2776	2798	147
SP.Syn.Abst.846	3283	4248	3025
SP.Syn.Abst.847	4456	6639	362
SP.Syn.Abst.848	3922	1876	574
SP.Syn.Abst.849	3668	3907	189
SP.Syn.Abst.850	2032	1049	876
SP.Syn.Abst.851	1771	3564	1470
SP.Syn.Abst.852	5854	9603	1634
SP.Syn.Abst.853	5042	2774	544
SP.Syn.Abst.854	8179	2222	4290
SP.Syn.Abst.855	8431	5320	449
SP.Syn.Abst.856	4871	6123	326
SP.Syn.Abst.857	2384	5700	4387
SP.Syn.Abst.858	1395	2767	1161
SP.Syn.Abst.859	3321	3267	4520
SP.Syn.Abst.860	2468	5118	3333
SP.Syn.Abst.861	5308	5015	1404
SP.Syn.Abst.862	1580	3875	452
SP.Syn.Abst.863	428	4917	687
SP.Syn.Abst.864	312	3351	846
SP.Syn.Abst.865	2363	1597	1358
SP.Syn.Abst.866	5227	2996	578
SP.Syn.Abst.867	2045	5985	794
SP.Syn.Abst.868	4749	1867	739
SP.Syn.Abst.869	9231	3326	2739
SP.Syn.Abst.870	1705	1356	326
SP.Syn.Abst.871	8543	2587	1050
SP.Syn.Abst.872	2890	2496	773
SP.Syn.Abst.873	2687	2264	978
SP.Syn.Abst.874	6517	3538	682
SP.Syn.Abst.875	5508	2057	753
SP.Syn.Abst.876	4784	3192	1313
SP.Syn.Abst.877	2073	2612	395
SP.Syn.Abst.878	12273	4294	1383
SP.Syn.Abst.879	6454	1624	2071
SP.Syn.Abst.880	2431	5267	2337
SP.Syn.Abst.881	2261	1814	1331
SP.Syn.Abst.882	2012	4252	2460
SP.Syn.Abst.883	12915	4789	1702
SP.Syn.Abst.884	5297	3327	1229
SP.Syn.Abst.885	3712	9230	1030
SP.Syn.Abst.886	11704	3401	2577
SP.Syn.Abst.887	3288	4319	639
SP.Syn.Abst.888	9803	3927	1460
SP.Syn.Abst.889	2653	2811	1206
SP.Syn.Abst.890	3055	3900	460
SP.Syn.Abst.891	10554	4328	1096
SP.Syn.Abst.892	2994	3068	664
SP.Syn.Abst.893	3057	6612	139
SP.Syn.Abst.894	1964	2041	286
SP.Syn.Abst.895	2561	2545	912
SP.Syn.Abst.896	5793	6589	983
SP.Syn.Abst.897	10532	5275	975
SP.Syn.Abst.898	131	1095	1350
SP.Syn.Abst.899	3242	5201	424
SP.Syn.Abst.900	4380	1379	734
SP.Syn.Abst.901	1541	2915	1916
SP.Syn.Abst.902	2798	3840	371
SP.Syn.Abst.903	4395	2110	2145
SP.Syn.Abst.904	2153	5277	2330
SP.Syn.Abst.905	2763	2865	650
SP.Syn.Abst.906	5823	10059	551
SP.Syn.Abst.907	2187	2869	1369
SP.Syn.Abst.908	3051	5925	2239
SP.Syn.Abst.909	6951	4380	521
SP.Syn.Abst.910	1912	4690	1292
SP.Syn.Abst.911	1583	3444	328
SP.Syn.Abst.912	12242	4109	5526
SP.Syn.Abst.913	621	6638	2601
SP.Syn.Abst.914	3855	3972	584
SP.Syn.Abst.915	2486	7208	845
SP.Syn.Abst.916	7821	5668	637
SP.Syn.Abst.917	1728	4110	722
SP.Syn.Abst.918	4083	3195	1341
SP.Syn.Abst.919	2317	6315	1577
SP.Syn.Abst.920	3554	2187	198
SP.Syn.Abst.921	7380	3223	959
SP.Syn.Abst.922	4204	3445	1820
SP.Syn.Abst.923	4161	2302	2799
SP.Syn.Abst.924	484	5584	786
SP.Syn.Abst.925	3032	3908	488
SP.Syn.Abst.926	5749	6829	293
SP.Syn.Abst.927	7712	9072	815
SP.Syn.Abst.928	13321	6356	1214
SP.Syn.Abst.929	1948	2240	1053
SP.Syn.Abst.930	3207	13884	3329
SP.Syn.Abst.931	2430	2098	1926
SP.Syn.Abst.932	5738	5421	745
SP.Syn.Abst.933	5573	3899	740
SP.Syn.Abst.934	3306	9323	405
SP.Syn.Abst.935	2890	1797	1128
SP.Syn.Abst.936	12008	5518	1308
SP.Syn.Abst.937	3419	3144	596
SP.Syn.Abst.938	3398	3156	830
SP.Syn.Abst.939	2782	2938	925
SP.Syn.Abst.940	4961	4114	1010
SP.Syn.Abst.941	6804	2423	1315
SP.Syn.Abst.942	291	3201	950
SP.Syn.Abst.943	4599	2130	1135
SP.Syn.Abst.944	3618	4005	822
SP.Syn.Abst.945	2099	3620	933
SP.Syn.Abst.946	1969	2355	989
SP.Syn.Abst.947	1249	1551	1066
SP.Syn.Abst.948	11473	2034	2335
SP.Syn.Abst.949	296	3084	1634
SP.Syn.Abst.950	1288	3863	591
SP.Syn.Abst.951	2089	5024	1450
SP.Syn.Abst.952	5954	3687	1033
SP.Syn.Abst.953	7421	1744	1550
SP.Syn.Abst.954	4041	3293	204
SP.Syn.Abst.955	2957	4735	544
SP.Syn.Abst.956	5107	4639	2064
SP.Syn.Abst.957	3035	6767	1906
SP.Syn.Abst.958	3011	1561	1202
SP.Syn.Abst.959	5333	3020	1833
SP.Syn.Abst.960	2377	1669	565
SP.Syn.Abst.961	11688	4746	1703
SP.Syn.Abst.962	523	5904	825
SP.Syn.Abst.963	9107	2130	2807
SP.Syn.Abst.964	4458	11237	1615
SP.Syn.Abst.965	6988	7786	852
SP.Syn.Abst.966	6109	2287	502
SP.Syn.Abst.967	3903	8193	453
SP.Syn.Abst.968	2493	2777	1443
SP.Syn.Abst.969	4321	5215	1371
SP.Syn.Abst.970	2063	3260	3305
SP.Syn.Abst.971	6779	7359	1907
SP.Syn.Abst.972	221	2342	875
SP.Syn.Abst.973	4138	6144	2269
SP.Syn.Abst.974	2986	2573	767
SP.Syn.Abst.975	2366	1875	938
SP.Syn.Abst.976	2403	6077	3146
SP.Syn.Abst.977	5517	3833	549
SP.Syn.Abst.978	3712	2979	1775
SP.Syn.Abst.979	4445	10053	1788
SP.Syn.Abst.980	6205	3281	740
SP.Syn.Abst.981	3207	3085	1965
SP.Syn.Abst.982	7061	1736	754
SP.Syn.Abst.983	8332	3735	876
SP.Syn.Abst.984	4720	2869	1291
SP.Syn.Abst.985	7100	6201	675
SP.Syn.Abst.986	2799	5264	782
SP.Syn.Abst.987	6785	6117	1010
SP.Syn.Abst.988	5123	3110	1494
SP.Syn.Abst.989	3540	210	445
SP.Syn.Abst.990	6993	4327	1579
SP.Syn.Abst.991	3612	3970	1611
SP.Syn.Abst.992	2428	1923	841
SP.Syn.Abst.993	2281	4587	1611
SP.Syn.Abst.994	4735	4784	1178
SP.Syn.Abst.995	3305	3598	612
SP.Syn.Abst.996	4930	6106	937
SP.Syn.Abst.997	3130	2788	1397
SP.Syn.Abst.998	2282	3925	907
SP.Syn.Abst.999	2629	1923	2902
SP.Syn.Abst.1000	7373	2133	831
